REF_AREA,TIME_PERIOD,OBS_VALUE,COUNTRY,DATAFLOW,FREQ,TERRITORIAL_LEVEL,,MEASURE,ACTIVITY,PRICES,UNIT_MEASURE,OBS_STATUS,REF_YEAR_PRICE,UNIT_MULT,DECIMALS,CURRENCY
DE145,2014,37128,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE145,2015,36496,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE145,2016,37615,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE145,2017,38061,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE145,2018,39334,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE145,2019,40805,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE145,2020,39081,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE145,2021,39286,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE146,2000,41084,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2001,41868,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2002,42982,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2003,42696,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2004,44535,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2005,46974,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2006,49062,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2007,51807,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2008,53687,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2009,49578,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2010,53236,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2011,57278,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2012,60404,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2013,57560,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2014,58616,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2015,61362,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2016,62079,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2017,63236,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE146,2018,64793,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE146,2019,66574,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE146,2020,62727,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE146,2021,65733,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE147,2000,45062,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2001,47946,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2002,44625,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2003,44678,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2004,46286,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2005,47380,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2006,50245,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2007,53011,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2008,52977,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2009,44585,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2010,52943,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2011,59178,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2012,57820,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2013,58216,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2014,58355,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2015,57653,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2016,62296,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2017,63640,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE147,2018,62834,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE147,2019,61039,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE147,2020,58559,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE147,2021,59713,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE148,2000,41328,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2001,43268,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2002,45619,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2003,45080,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2004,44137,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2005,43093,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2006,43750,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2007,44422,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2008,46265,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2009,43037,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2010,47026,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2011,49791,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2012,49598,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2013,49651,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2014,49605,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2015,51306,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2016,52353,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2017,53853,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE148,2018,55389,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE148,2019,58054,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE148,2020,56714,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE148,2021,57423,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE149,2000,35715,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2001,34951,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2002,33931,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2003,33818,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2004,34443,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2005,35592,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2006,38005,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2007,39164,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2008,40162,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2009,36708,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2010,38472,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2011,41648,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2012,42209,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2013,42148,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2014,43937,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2015,44473,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2016,44152,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2017,45648,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE149,2018,46941,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE149,2019,46134,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE149,2020,44727,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE149,2021,46548,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE211,2000,80043,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2001,87867,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2002,86291,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2003,90566,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2004,89909,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2005,95179,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2006,108837,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2007,108209,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2008,95516,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2009,94846,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2010,113215,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2011,132753,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2012,147825,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2013,167461,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2014,162554,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2015,169332,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2016,162471,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2017,159307,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE211,2018,156075,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE211,2019,165035,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE211,2020,147244,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE211,2021,149855,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE212,2000,90036,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2001,90935,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2002,90381,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2003,86376,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2004,88824,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2005,88124,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2006,90093,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2007,92089,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2008,87920,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2009,84233,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2010,86372,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2011,89788,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2012,90980,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2013,91889,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2014,93050,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2015,94302,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2016,95850,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2017,100141,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE212,2018,99246,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE212,2019,101079,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE212,2020,95603,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE212,2021,99973,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,E,2015,0,0,USD
DE213,2000,56884,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2001,54556,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2002,55446,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2003,50546,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2004,52908,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2005,54627,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2006,56796,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2007,56041,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2008,56331,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2009,55154,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2010,57079,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2011,59856,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2012,60135,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
DE213,2013,61097,DEU,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,_Z,GDP,_T,Q,USD_PPP_PS,A,2015,0,0,USD
