DATAFLOW,FREQ,TERRITORIAL_LEVEL,REF_AREA,TERRITORIAL_TYPE,MEASURE,ACTIVITY,PRICES,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,COUNTRY,OBS_STATUS,REF_YEAR_PRICE,UNIT_MULT,DECIMALS,CURRENCY
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,EL631,_Z,GDP,_T,Q,USD_PPP_PS,2020,17791,GRC,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,EL631,_Z,GDP,_T,Q,USD_PPP_PS,2021,20671,GRC,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2000,5988,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2001,6392,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2002,6902,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2003,7529,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2004,8500,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2005,9286,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2006,9895,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2007,12300,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2008,12508,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2009,11509,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2010,10690,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2011,11903,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2012,12887,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2013,12293,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2014,12434,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2015,12799,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2016,13004,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2017,13877,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2018,13210,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2019,13781,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2020,13650,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,LV005,_Z,GDP,_T,Q,USD_PPP_PS,2021,14889,LVA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2000,71603,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2001,72619,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2002,72599,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2003,73705,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2004,75289,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2005,75686,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2006,79588,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2007,80904,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2008,83715,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2009,72373,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2010,71580,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2011,70238,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2012,68835,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2013,65684,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2014,66417,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2015,66321,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2016,65591,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2017,67749,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2018,68203,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2019,69229,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2020,67648,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DEA33,_Z,GDP,_T,Q,USD_PPP_PS,2021,68627,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2000,46062,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2001,46029,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2002,44559,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2003,44857,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2004,45694,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2005,45538,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2006,46744,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2007,47067,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2008,45512,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2009,45971,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2010,44878,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2011,44538,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2012,43744,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2013,42892,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2014,42337,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2015,42912,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2016,44125,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2017,45273,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2018,45106,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2019,45298,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2020,41431,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ITH31,_Z,GDP,_T,Q,USD_PPP_PS,2021,44443,ITA,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2000,31475,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2001,31734,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2002,30372,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2003,31119,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2004,30182,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2005,31576,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2006,32762,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2007,33786,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2008,35336,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2009,33283,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2010,35178,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2011,37335,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2012,37737,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2013,37867,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2014,38591,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2015,38931,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2016,38808,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2017,39285,DEU,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2018,39023,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2019,39179,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2020,37200,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,DE259,_Z,GDP,_T,Q,USD_PPP_PS,2021,38509,DEU,E,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2000,41061,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2001,41475,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2002,41240,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2003,39710,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2004,41108,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2005,40807,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2006,42201,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2007,44581,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2008,44371,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2009,42070,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2010,41878,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2011,43026,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2012,43290,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2013,43837,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2014,44457,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2015,45136,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2016,47049,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2017,48872,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2018,49435,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2019,49900,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2020,47212,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2021,49858,NLD,P,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,NL421,_Z,GDP,_T,Q,USD_PPP_PS,2022,50576,NLD,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,1998,27128,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,1999,27077,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2000,27799,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2001,29032,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2002,29636,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2003,30219,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2004,28866,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2005,29037,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2006,29802,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2007,30188,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2008,30408,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2009,28539,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2010,28789,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2011,28889,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2012,29361,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2013,30136,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2014,30603,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2015,30750,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2016,30260,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2017,31427,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2018,32106,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2019,32700,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2020,29592,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2021,32215,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,UKF30,_Z,GDP,_T,Q,USD_PPP_PS,2022,32651,GBR,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2000,21123,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2001,21946,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2002,21978,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2003,24178,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2004,24159,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2005,23749,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2006,24482,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2007,25503,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2008,25243,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2009,24621,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2010,24619,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2011,24580,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2012,22070,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2013,23628,ESP,A,2015,0,0,USD
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.0),A,TL3,ES616,_Z,GDP,_T,Q,USD_PPP_PS,2014,22688,ESP,A,2015,0,0,USD
